timestamp,open,high,low,close,volume
1709251200000,61130.99,61197.66,61126.0,61196.0,121.02208
1709251260000,61196.0,61217.41,61162.0,61185.84,40.04518
1709251320000,61185.85,61201.1,61140.6,61147.58,37.98628
1709251380000,61147.58,61186.26,61131.1,61163.85,25.16501
1709251440000,61163.85,61173.27,61129.91,61129.92,23.1053
1709251500000,61129.91,61229.7,61129.91,61229.69,41.34168
1709251560000,61229.69,61260.25,61229.69,61260.24,28.50159
1709251620000,61260.24,61325.58,61260.24,61316.54,39.43023
1709251680000,61316.53,61327.74,61298.13,61317.48,34.12836
1709251740000,61317.48,61338.72,61297.55,61297.55,25.30202
1709251800000,61297.56,61338.12,61293.17,61324.58,29.94204
1709251860000,61324.58,61338.11,61306.0,61306.01,28.45961
1709251920000,61306.0,61306.01,61258.0,61265.81,16.65829
1709251980000,61265.8,61265.81,61255.17,61255.17,6.37813
1709252040000,61255.18,61263.99,61224.48,61224.49,15.49474
1709252100000,61224.49,61224.49,61193.71,61212.35,27.95532
1709252160000,61212.34,61291.53,61207.24,61291.53,17.16472
1709252220000,61291.53,61443.38,61291.52,61439.65,86.55568
1709252280000,61439.66,61451.54,61397.05,61442.0,55.56987
1709252340000,61442.0,61466.56,61429.71,61462.12,21.48075
1709252400000,61462.12,61488.71,61451.1,61474.0,29.09441
1709252460000,61474.0,61485.98,61431.1,61431.1,14.3589
1709252520000,61431.1,61439.07,61416.0,61421.33,12.16185
1709252580000,61421.32,61431.09,61406.0,61412.07,31.959
1709252640000,61412.07,61417.99,61386.04,61415.99,17.58358
1709252700000,61416.0,61499.6,61415.39,61481.99,75.38475
1709252760000,61482.0,61522.33,61481.99,61512.0,19.50794
1709252820000,61512.0,61628.58,61500.0,61628.57,67.15331
1709252880000,61628.57,61699.31,61572.01,61698.02,94.56955
1709252940000,61698.01,61749.0,61671.1,61716.74,68.78341
1709253000000,61716.74,61741.1,61640.76,61657.27,35.12902
1709253060000,61657.26,61694.09,61641.1,61651.11,29.66917
1709253120000,61651.1,61659.18,61585.11,61608.72,27.79731
1709253180000,61608.72,61608.72,61580.64,61580.64,21.37224
1709253240000,61580.65,61580.65,61541.1,61561.09,29.16405
1709253300000,61561.1,61641.1,61519.42,61641.09,24.21719
1709253360000,61641.09,61714.08,61626.66,61676.01,41.30877
1709253420000,61676.0,61676.01,61621.1,61621.11,22.68751
1709253480000,61621.1,61647.99,61572.77,61581.32,41.53195
1709253540000,61581.33,61640.0,61575.36,61640.0,16.66491
1709253600000,61639.99,61640.0,61591.1,61601.91,14.60973
1709253660000,61601.91,61621.1,61592.54,61592.54,11.88297
1709253720000,61592.55,61610.02,61592.54,61599.27,13.86803
1709253780000,61599.28,61632.63,61581.11,61602.95,19.89063
1709253840000,61602.96,61602.96,61574.0,61583.53,16.36445
1709253900000,61583.52,61583.53,61447.3,61463.25,65.83749
1709253960000,61463.24,61494.96,61454.45,61470.05,23.22558
1709254020000,61470.06,61493.53,61460.38,61464.79,20.18688
1709254080000,61464.8,61511.08,61464.3,61481.2,17.23898
1709254140000,61481.19,61504.25,61481.19,61502.08,13.183
1709254200000,61502.09,61562.01,61487.48,61562.01,55.68742
1709254260000,61562.0,61562.01,61513.98,61534.15,14.3781
1709254320000,61534.14,61580.0,61534.14,61580.0,16.54783
1709254380000,61580.0,61640.0,61579.99,61635.4,23.85779
1709254440000,61635.39,61649.99,61580.02,61580.03,16.76552
1709254500000,61580.03,61581.1,61544.01,61553.18,15.36558
1709254560000,61553.19,61575.99,61526.7,61528.4,21.68583
1709254620000,61528.41,61528.41,61482.96,61521.1,20.01979
1709254680000,61521.09,61521.1,61484.83,61484.83,13.34471
1709254740000,61484.84,61520.96,61484.83,61501.11,12.07301
1709254800000,61501.1,61501.11,61420.14,61438.0,23.83001
1709254860000,61438.0,61455.78,61376.79,61385.31,29.2685
1709254920000,61385.31,61427.32,61382.83,61391.49,21.47794
1709254980000,61391.49,61394.43,61336.07,61386.94,26.17506
1709255040000,61386.94,61413.02,61373.99,61391.1,14.62799
1709255100000,61391.1,61399.98,61376.87,61399.65,23.38865
1709255160000,61399.65,61399.66,61331.42,61331.42,18.1097
1709255220000,61331.42,61355.63,61313.63,61355.62,32.69203
1709255280000,61355.63,61367.72,61288.0,61291.24,20.80158
1709255340000,61291.24,61325.18,61283.6,61311.09,21.46286
1709255400000,61311.09,61363.72,61302.82,61363.71,12.42627
1709255460000,61363.72,61460.0,61363.71,61434.02,26.01526
1709255520000,61434.02,61475.78,61426.0,61448.3,23.25188
1709255580000,61448.31,61448.31,61380.0,61380.0,18.09522
1709255640000,61380.0,61380.0,61330.0,61340.71,35.24754
1709255700000,61340.7,61340.71,61292.04,61331.09,20.87665
1709255760000,61331.1,61371.1,61311.1,61371.09,24.30595
1709255820000,61371.1,61402.0,61358.0,61361.93,23.90816
1709255880000,61361.92,61384.0,61341.1,61354.0,16.62486
1709255940000,61354.0,61381.1,61340.0,61381.1,12.39155
1709256000000,61381.1,61488.88,61381.09,61482.51,20.12027
1709256060000,61482.51,61516.9,61471.11,61516.89,30.56248
1709256120000,61516.9,61516.9,61484.4,61509.98,20.5303
1709256180000,61509.98,61519.01,61490.0,61501.09,22.87468
1709256240000,61501.09,61526.21,61501.09,61526.21,12.53131
1709256300000,61526.2,61550.58,61511.1,61521.09,27.11035
1709256360000,61521.1,61560.98,61521.09,61559.26,16.83634
1709256420000,61559.26,61560.99,61521.09,61531.1,46.8331
1709256480000,61531.1,61551.1,61531.09,61541.1,10.04222
1709256540000,61541.11,61566.95,61503.18,61503.18,30.95961
1709256600000,61503.18,61503.19,61307.91,61331.16,45.4855
1709256660000,61331.16,61345.08,61262.59,61271.1,37.83929
1709256720000,61271.11,61297.98,61259.25,61263.09,28.47195
1709256780000,61263.1,61278.0,61244.53,61263.03,22.67572
1709256840000,61263.04,61263.15,61250.0,61252.19,20.22284
1709256900000,61252.19,61329.45,61252.18,61329.44,28.56532
1709256960000,61329.44,61367.35,61306.35,61328.02,23.04714
1709257020000,61328.02,61355.48,61328.01,61330.0,21.06694
1709257080000,61330.0,61330.01,61298.84,61298.85,12.45981
1709257140000,61298.85,61378.97,61298.84,61378.96,19.51363
1709257200000,61378.97,61479.98,61378.96,61474.12,21.39247
1709257260000,61474.11,61485.35,61403.61,61424.72,38.60768
1709257320000,61424.71,61467.42,61421.11,61456.52,27.29624
1709257380000,61456.52,61471.1,61429.55,61429.56,35.22179
1709257440000,61429.55,61429.56,61395.67,61408.93,37.6305
1709257500000,61408.93,61408.94,61365.31,61384.01,23.74783
1709257560000,61384.0,61431.1,61362.88,61423.79,25.50304
1709257620000,61423.78,61431.09,61368.9,61378.01,38.30131
1709257680000,61378.01,61378.01,61271.76,61271.76,25.20476
1709257740000,61271.77,61279.34,61221.1,61233.99,75.95436
1709257800000,61234.0,61247.79,61182.55,61184.17,68.75145
1709257860000,61184.18,61220.0,61172.43,61200.05,29.71816
1709257920000,61200.05,61217.4,61184.99,61199.99,15.18343
1709257980000,61199.99,61216.0,61147.0,61161.64,35.85844
1709258040000,61161.63,61178.87,61125.4,61155.1,29.89835
1709258100000,61155.1,61155.1,61126.92,61155.09,20.82194
1709258160000,61155.1,61201.1,61155.09,61201.09,22.61535
1709258220000,61201.1,61201.1,61161.1,61181.08,16.76672
1709258280000,61181.07,61207.96,61166.8,61206.02,11.57489
1709258340000,61206.02,61214.36,61190.0,61214.35,9.47969
1709258400000,61214.35,61214.36,61168.4,61203.6,22.4596
1709258460000,61203.59,61203.6,61148.11,61148.12,17.78642
1709258520000,61148.11,61180.51,61128.65,61149.99,31.36502
1709258580000,61150.0,61151.75,61128.27,61128.27,16.89722
1709258640000,61128.27,61196.56,61128.27,61185.99,30.54734
1709258700000,61186.0,61191.36,61181.47,61188.65,20.03989
1709258760000,61188.65,61188.65,61149.9,61155.59,19.58647
1709258820000,61155.6,61155.6,61131.83,61131.84,13.29604
1709258880000,61131.83,61131.84,61021.8,61046.01,52.16439
1709258940000,61046.0,61059.6,60968.65,61059.59,89.68166
1709259000000,61059.59,61098.13,61057.78,61095.83,16.11789
1709259060000,61095.84,61114.47,61068.21,61068.22,25.33655
1709259120000,61068.22,61068.22,61018.7,61018.7,28.85009
1709259180000,61018.71,61032.29,60993.99,61032.28,32.98808
1709259240000,61032.28,61032.29,60968.3,60968.31,17.47055
1709259300000,60968.31,60972.6,60922.59,60972.6,37.4667
1709259360000,60972.6,60991.1,60912.79,60912.79,22.22853
1709259420000,60912.8,60935.04,60836.82,60860.0,39.34349
1709259480000,60860.0,60881.09,60818.0,60823.8,27.75021
1709259540000,60823.8,60841.1,60791.1,60791.11,49.19685
1709259600000,60791.11,60959.79,60791.1,60959.51,56.10209
1709259660000,60959.52,61021.05,60959.51,60981.1,35.09175
1709259720000,60981.11,61030.0,60969.07,61026.0,17.68275
1709259780000,61025.99,61030.0,60996.78,61030.0,24.11925
1709259840000,61030.0,61030.0,60961.58,60961.58,18.22234
1709259900000,60961.59,60961.59,60840.01,60885.66,41.84396
1709259960000,60885.65,60910.0,60862.21,60897.47,16.24045
1709260020000,60897.47,60958.22,60897.46,60958.21,12.35053
1709260080000,60958.22,60958.22,60921.11,60955.01,15.49661
1709260140000,60955.01,60955.02,60930.25,60931.1,10.85799
1709260200000,60931.1,60971.1,60914.61,60956.1,27.37921
1709260260000,60956.1,60990.64,60946.6,60946.61,36.11048
1709260320000,60946.61,60965.7,60888.88,60888.88,26.77296
1709260380000,60888.88,60893.43,60821.07,60821.08,28.39629
1709260440000,60821.08,60849.91,60783.18,60846.56,69.53628
1709260500000,60846.56,60880.0,60842.06,60873.41,17.82533
1709260560000,60873.4,60873.41,60822.2,60868.0,17.23164
1709260620000,60867.99,60868.0,60800.0,60800.01,29.32363
1709260680000,60800.0,60855.28,60781.25,60855.27,13.44601
1709260740000,60855.27,60879.62,60841.08,60841.21,23.10419
1709260800000,60841.22,60851.4,60831.1,60834.32,16.48957
1709260860000,60834.31,60899.88,60806.0,60899.87,26.5216
1709260920000,60899.87,60988.39,60899.87,60975.83,26.07085
1709260980000,60975.82,61036.0,60975.82,61035.99,25.26625
1709261040000,61035.99,61061.09,61022.21,61034.0,31.49804
1709261100000,61034.0,61034.01,60973.04,60976.01,27.69619
1709261160000,60972.98,61006.21,60910.01,60910.01,23.30465
1709261220000,60910.01,60920.39,60852.96,60855.7,23.59364
1709261280000,60855.7,60894.04,60852.96,60882.99,18.47983
1709261340000,60882.99,60941.1,60864.83,60934.7,30.40076
1709261400000,60934.69,60949.15,60910.32,60939.6,19.12878
1709261460000,60939.61,60939.61,60846.72,60857.39,25.85496
1709261520000,60857.39,60901.46,60850.0,60897.41,26.09493
1709261580000,60897.41,60961.7,60897.41,60961.69,29.59932
1709261640000,60961.69,60988.0,60953.09,60986.83,11.9107
1709261700000,60986.83,61020.0,60986.83,60999.12,28.80458
1709261760000,60999.13,61061.28,60999.12,61021.11,29.49732
1709261820000,61021.1,61021.11,60951.97,60951.97,12.53788
1709261880000,60953.41,60980.0,60950.0,60979.99,12.15998
1709261940000,60979.99,60980.0,60979.99,60980.0,8.29437
1709262000000,60980.0,60980.0,60946.0,60975.99,27.69439
1709262060000,60975.99,60985.99,60946.87,60981.1,13.73311
1709262120000,60981.1,60991.1,60954.38,60979.99,32.58571
1709262180000,60979.99,61002.0,60979.99,61002.0,16.89581
1709262240000,61002.0,61030.8,60994.01,61030.19,21.13036
1709262300000,61030.19,61069.19,61030.19,61069.19,12.66938
1709262360000,61069.19,61069.2,61045.99,61067.99,24.88685
1709262420000,61067.98,61067.99,61036.87,61066.0,24.51938
1709262480000,61065.99,61079.86,61065.99,61074.02,14.05974
1709262540000,61074.02,61074.02,61022.53,61026.01,30.08259
1709262600000,61026.0,61026.01,61000.0,61003.35,22.2621
1709262660000,61003.35,61012.21,60907.31,60916.55,22.74196
1709262720000,60916.55,60936.0,60900.62,60900.63,14.33208
1709262780000,60900.62,60953.61,60900.62,60953.6,14.19146
1709262840000,60953.61,60954.61,60929.29,60954.61,16.80369
1709262900000,60954.6,60966.35,60934.0,60952.01,15.11762
1709262960000,60952.0,60952.01,60900.0,60911.1,18.57675
1709263020000,60911.09,60946.02,60909.5,60946.02,15.40239
1709263080000,60946.02,60946.02,60935.16,60941.55,11.77842
1709263140000,60941.55,60971.1,60936.0,60971.1,16.1196
1709263200000,60971.09,60990.0,60951.1,60959.29,20.80625
1709263260000,60959.28,60972.01,60919.21,60919.21,16.07301
1709263320000,60919.21,60919.22,60898.0,60898.01,11.03633
1709263380000,60898.01,60898.01,60888.0,60892.52,11.49523
1709263440000,60892.51,60892.52,60862.63,60862.64,17.78396
1709263500000,60862.63,60862.64,60800.06,60800.06,36.08998
1709263560000,60800.06,60831.1,60783.0,60785.22,41.93727
1709263620000,60785.21,60830.0,60777.0,60830.0,41.59168
1709263680000,60830.0,60830.0,60787.6,60794.87,21.51926
1709263740000,60794.87,60794.88,60784.0,60791.76,11.56499
1709263800000,60791.75,60873.02,60791.75,60866.4,24.59221
1709263860000,60866.39,60880.0,60831.1,60851.77,26.52156
1709263920000,60851.76,60860.6,60837.14,60837.15,20.09981
1709263980000,60837.14,60837.15,60819.5,60821.1,10.40774
1709264040000,60821.1,60823.41,60792.91,60810.93,19.99589
1709264100000,60810.94,60837.15,60792.97,60837.14,18.46913
1709264160000,60837.15,60878.0,60837.14,60878.0,16.49969
1709264220000,60877.99,60910.79,60877.99,60910.78,12.81236
1709264280000,60910.79,60910.79,60884.03,60901.99,13.55737
1709264340000,60902.0,60916.0,60888.0,60888.0,20.71283
1709264400000,60888.01,60912.81,60883.06,60912.81,10.73379
1709264460000,60912.8,60979.79,60904.0,60979.78,16.78404
1709264520000,60979.78,60980.0,60935.87,60980.0,30.76801
1709264580000,60980.0,60980.0,60961.1,60976.38,26.21882
1709264640000,60976.38,61012.57,60976.37,61003.64,45.50215
1709264700000,61003.64,61021.05,60989.62,61021.05,34.81126
1709264760000,61021.05,61043.57,61006.97,61043.56,32.90796
1709264820000,61043.56,61099.13,61043.56,61099.13,34.36687
1709264880000,61099.13,61106.85,61094.0,61099.06,15.12077
1709264940000,61099.06,61145.38,61094.0,61124.33,31.71413
1709265000000,61124.33,61200.0,61124.32,61177.42,40.77012
1709265060000,61177.41,61200.0,61150.0,61150.0,27.94025
1709265120000,61150.0,61201.09,61150.0,61201.08,28.75212
1709265180000,61201.08,61222.22,61150.0,61150.0,33.85213
1709265240000,61150.01,61178.0,61146.42,61177.99,22.53655
1709265300000,61177.99,61178.0,61157.39,61162.74,24.66992
1709265360000,61162.75,61162.75,61150.0,61159.17,12.40518
1709265420000,61159.17,61181.1,61121.6,61130.0,19.71283
