timestamp,open,high,low,close,volume
1685577600000,27210.36,27350.0,27023.35,27065.77,2772.82443
1685581200000,27065.76,27165.47,27059.74,27078.56,1785.47203
1685584800000,27078.56,27114.16,26640.0,26719.26,3775.37874
1685588400000,26719.26,26838.89,26605.05,26779.94,2879.51275
1685592000000,26779.93,26822.81,26746.0,26804.15,1223.77081
1685595600000,26804.14,26863.62,26784.89,26849.2,786.7396
1685599200000,26849.2,26883.6,26778.08,26785.13,1305.19049
1685602800000,26785.14,26864.09,26764.16,26802.67,1298.07343
1685606400000,26802.66,26922.76,26790.96,26912.53,1139.4347
1685610000000,26912.54,26951.07,26899.54,26908.63,1023.37411
1685613600000,26908.63,26934.83,26858.33,26860.0,894.7211
1685617200000,26860.0,26905.02,26841.65,26892.96,1218.03791
1685620800000,26892.95,26964.88,26782.53,26941.79,1939.00748
1685624400000,26941.8,26971.07,26867.95,26891.74,1377.22419
1685628000000,26891.74,26981.34,26833.01,26898.08,2050.06214
1685631600000,26898.07,26947.24,26860.01,26894.48,1115.38165
1685635200000,26894.47,27175.0,26795.06,27092.08,3182.53568
1685638800000,27092.07,27137.42,26916.29,26956.94,2445.80688
1685642400000,26956.93,27048.43,26938.06,26964.77,907.67826
1685646000000,26964.76,26984.68,26656.0,26862.68,2438.22631
1685649600000,26862.68,26919.99,26828.82,26863.0,875.88118
1685653200000,26862.99,26942.98,26855.77,26889.84,837.24211
1685656800000,26889.85,26902.43,26849.43,26880.97,751.81829
1685660400000,26880.97,26883.51,26713.34,26817.93,1194.41453
1685664000000,26817.93,26824.64,26505.0,26786.03,3258.7619
1685667600000,26786.04,26849.09,26716.8,26811.9,1616.17119
1685671200000,26811.89,26984.26,26811.89,26960.01,1391.57953
1685674800000,26960.01,27017.0,26932.16,27000.0,749.52898
1685678400000,27000.01,27120.0,26949.4,27068.27,1679.75278
1685682000000,27068.27,27213.0,27064.96,27152.6,2395.14389
1685685600000,27152.6,27164.94,27068.0,27071.06,1558.53392
1685689200000,27071.05,27114.16,27045.8,27049.65,1223.21395
1685692800000,27049.65,27172.39,27049.38,27166.14,984.41797
1685696400000,27166.13,27183.07,27068.47,27080.68,1108.38127
1685700000000,27080.68,27104.2,27061.6,27096.99,603.14207
1685703600000,27096.98,27171.46,27072.55,27130.75,881.16869
1685707200000,27130.75,27240.0,26987.0,27095.42,3559.44337
1685710800000,27095.43,27134.4,26860.71,26908.84,2607.33789
1685714400000,26908.85,26986.08,26890.0,26964.74,1685.83953
1685718000000,26964.75,27107.34,26962.99,27095.92,1248.06997
1685721600000,27095.93,27120.02,27032.93,27056.06,1402.81796
1685725200000,27056.06,27093.82,27023.58,27057.58,952.23822
1685728800000,27057.57,27193.62,27006.22,27192.6,1502.23473
1685732400000,27192.61,27287.64,27131.02,27239.02,2437.06595
1685736000000,27239.03,27274.1,27172.84,27172.84,1339.76508
1685739600000,27172.84,27246.11,27143.37,27207.4,868.89438
1685743200000,27207.41,27300.0,27199.0,27262.92,855.95607
1685746800000,27262.91,27269.22,27229.9,27242.59,471.4434
1685750400000,27242.59,27242.6,27152.2,27165.09,678.25975
1685754000000,27165.08,27189.4,27092.0,27130.4,1101.74244
1685757600000,27130.41,27169.26,27129.17,27153.26,612.83696
1685761200000,27153.26,27171.47,27131.89,27143.2,323.04687
1685764800000,27143.2,27163.77,27105.73,27160.24,420.01096
1685768400000,27160.24,27168.4,27137.34,27157.2,370.29837
1685772000000,27157.2,27212.78,27157.2,27182.35,551.27991
1685775600000,27182.35,27200.01,27165.23,27174.42,480.87524
1685779200000,27174.42,27181.0,27141.94,27146.62,394.76994
1685782800000,27146.62,27151.52,27129.41,27151.51,379.06522
1685786400000,27151.51,27180.03,27112.73,27140.0,736.47675
1685790000000,27139.99,27171.48,27123.74,27129.79,510.67532
1685793600000,27129.78,27173.73,27129.78,27165.81,479.78328
1685797200000,27165.81,27183.99,27149.88,27166.98,520.87423
1685800800000,27166.97,27193.62,27166.97,27171.24,439.7442
1685804400000,27171.25,27333.29,27126.85,27305.26,1647.91895
1685808000000,27305.27,27318.63,27227.19,27248.48,1156.43612
1685811600000,27248.49,27253.57,27111.79,27160.9,1185.19741
1685815200000,27160.91,27183.09,27125.34,27147.43,634.17095
1685818800000,27147.44,27163.13,27025.59,27096.36,1111.9535
1685822400000,27096.37,27124.68,27054.41,27062.33,698.85558
1685826000000,27062.34,27074.66,26914.93,27004.41,1401.33078
1685829600000,27004.41,27079.79,27004.4,27071.55,431.07884
1685833200000,27071.55,27085.51,27050.38,27069.22,328.6596
1685836800000,27069.22,27069.23,27001.59,27005.13,492.5209
1685840400000,27005.13,27079.79,26951.0,27041.03,704.48666
1685844000000,27041.04,27100.43,27034.13,27091.27,448.49261
1685847600000,27091.28,27091.28,27042.85,27061.38,372.13858
1685851200000,27061.37,27083.56,27042.37,27054.95,377.40749
1685854800000,27054.95,27056.47,27027.0,27038.63,250.41259
1685858400000,27038.62,27141.7,27038.62,27127.78,892.17539
1685862000000,27127.78,27163.94,27127.78,27150.45,938.24329
1685865600000,27150.46,27158.12,27123.81,27150.82,458.66225
1685869200000,27150.81,27249.86,27150.81,27215.89,806.3478
1685872800000,27215.88,27230.17,27190.34,27221.05,532.53164
1685876400000,27221.06,27235.67,27175.51,27198.55,939.50915
1685880000000,27198.54,27216.58,27160.11,27210.1,736.78595
1685883600000,27210.1,27298.0,27206.36,27245.46,963.22786
1685887200000,27245.47,27271.05,27170.0,27234.2,1120.61661
1685890800000,27234.2,27244.58,27178.99,27179.0,627.04149
1685894400000,27179.0,27197.98,27155.0,27170.66,709.24706
1685898000000,27170.66,27210.41,27168.05,27176.76,429.63017
1685901600000,27176.75,27209.03,27176.75,27194.18,488.86549
1685905200000,27194.19,27222.0,27188.49,27213.11,358.87616
1685908800000,27213.11,27269.09,27205.84,27241.51,546.99091
1685912400000,27241.5,27280.0,27187.39,27194.57,630.62225
1685916000000,27194.57,27455.02,27188.27,27234.06,3633.43419
1685919600000,27234.06,27319.84,27043.65,27115.21,1800.144
1685923200000,27115.2,27129.33,26966.0,27024.76,1770.73298
1685926800000,27024.75,27054.97,26948.1,27047.14,1087.24287
1685930400000,27047.14,27079.05,26859.0,26922.71,1366.6475
1685934000000,26922.72,26924.81,26791.04,26843.58,2225.14224
